id,name,address1,address2,city,zip,phone,website,clp,latitude,longitude,id,lastUpdatedDate,lastUpdatedBy,schoolOpeningDate,infrastructureLEA,operatingModel,id,name,contactName,phone,zip,studentCases,staffCases,lastWeekStudentCases,lastWeekStaffCases
95,South Carroll,145 Clarksburg Rd,,Clarksburg,38324,7319863165,http://www.rocketsonline.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=8cdd9632-3bb9-4df2-b717-fdd5491df3fc&inline=true,35.872041,-88.390043,19,2020-12-07T17:17:52.000Z,lex.suite8@tneducation.net,2020-08-04T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,,,,
810,Stewart County,1031 Spring St,,Dover,37058,9312325176,www.stewartcountyschools.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=bcc86a52-8acc-4b21-b3b9-6bb5ff17e60e&inline=true,36.480059,-87.820565,123,2020-10-19T15:21:34.000Z,michael.craig@tneducation.net,2020-08-03T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,0,2,0,0
820,Sullivan County,154 Blountville By-Pass ,,Blountville,37617,4233541000,www.scde.k12.tn.us,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=ea3ab166-8984-436c-9f2b-b9b005bfb70d&inline=true,36.535206,-82.325801,124,2021-02-22T16:19:33.000Z,nicole.wolfe4979@tneducation.net,2020-08-03T00:00:00.000Z,False,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,0,0,,
830,Sumner County,695 East Main St,,Gallatin,37066,6154515200,http://www.sumnerschools.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=de6b25d9-909c-49bb-ba11-1f8940eb3a9f&inline=true,36.393848,-86.432946,127,2021-03-08T14:15:49.000Z,robert.langford@tneducation.net,2020-08-03T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,27,6,42,24
621,Sweetwater,220 S. Clark St,,Sweetwater,37874,4233377051,https://www.sweetwatercityschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=9646791a-014f-49e4-8fb9-ce47acff4160&inline=true,35.598262,-84.469265,94,2020-11-09T21:48:09.000Z,william.boruff@tneducation.net,2020-08-07T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,,,3,0
963,Tennessee School for Blind,115  Stewarts  Ferry Pike,,Nashville,37214,6153396284,http://www.tsbtigers.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=2b011ce6-c771-4177-9a3b-9fb9eeaea392&inline=true,36.173839,-86.644711,145,2021-03-08T16:27:56.000Z,david.martin3506@tneducation.net,2020-08-17T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,0,0,1,3
964,Tennessee School for the Deaf,2725  Island  Home Blvd,,Knoxville,37920,8655792500,www.tsdeaf.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=9bd3894c-dc24-4baf-a62e-6839ec90fbc9&inline=true,35.959414,-83.880015,146,2020-12-10T19:45:30.000Z,vicki.l.kirk@tneducation.net,2020-08-17T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,,,1,0
986,Tennessee State Board of Education,710 James Robertson Pkwy,1st Floor,Nashville,37243,6157412966,https://www.tn.gov/sbeschools,,36.16795,-86.787124,149,2021-01-25T18:07:59.000Z,ali.gaffey@tnedu.gov,2020-08-04T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,0,0,0,0
840,Tipton County,1580 Highway 51 South ,,Covington,38019,9014767148,www.tipton-county.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=b4cc0372-58fa-424c-8623-54e41077acce&inline=true,35.546891,-89.659793,128,2020-12-14T14:40:12.000Z,sherrie.yarbro@tneducation.net,2020-08-17T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,3,0,2,0
273,Trenton,201  W  10th St,,Trenton,38382,7318551191,https://www.trentonssd.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=f166794a-137a-49b1-a32b-55a6e074b3a6&inline=true,35.968144,-88.945292,47,2020-09-14T19:19:35.000Z,stephanie.franks@tneducation.net,2020-08-10T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,0,0,0,0
850,Trousdale County,103 Lock Six Rd,,Hartsville,37074,6153742193,www.tcschools.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=d03519f6-9732-43a0-b0da-02e5d59b63ac&inline=true,36.38237,-86.139964,129,2021-01-10T17:44:59.000Z,clint.satterfield@tneducation.net,2020-07-28T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,1,1,0,1
162,Tullahoma,510  S  Jackson St,,Tullahoma,37388,9314542600,https://www.tcsedu.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=51e03ddb-9551-4320-bedd-6a2cc0672021&inline=true,35.356005,-86.206484,31,2020-12-13T22:18:33.000Z,catherine.d.stephens@tneducation.net,2020-07-29T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,0,0,0,0
860,Unicoi County,100 Nolichucky Ave,,Erwin,37650,4237431600,www.unicoischools.com,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=30318e04-8962-4f27-b5dd-955b79a78e1c&inline=true,36.146198,-82.416408,130,2020-09-14T20:23:30.000Z,john.english@tneducation.net,2020-08-10T00:00:00.000Z,False,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,,,,
661,Union City,408 South Depot St,,Union City,38261,7318853922,https://www.tornadotouch.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=827500ce-c55f-4d06-8263-73eed97a0334&inline=true,36.421801,-89.057106,99,2021-02-22T14:26:42.000Z,wesley.kennedy8885@tneducation.net,2020-08-04T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,,,,
870,Union County,3006 Maynardville Hwy,,Maynardville,37807,8659925466,www.ucps.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=baeb50f8-4253-4642-988f-cc514e293f4c&inline=true,36.232197,-83.835389,131,2021-02-08T16:36:00.000Z,william.graham8076@tneducation.net,2020-08-04T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,,,,
880,Van Buren County,293 Sparta St,,Spencer,38585,9319462242,www.vanburenschools.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=8a8f7612-f245-4c90-b91c-96dc7437bc84&inline=true,35.750484,-85.466355,132,2021-03-08T16:19:29.000Z,cheryl.cole@tneducation.net,2020-08-05T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,0,0,0,0
890,Warren County,2548 Morrison St,,McMinnville,37110,9316684022,www.warrenschools.com,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=74fccac6-4a8c-4481-9691-84ed03cde743&inline=true,35.653681,-85.810701,133,2020-11-23T19:20:45.000Z,grant.h.swallows@tneducation.net,2020-08-10T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,3,0,5,0
900,Washington County,405  W  College St,,Jonesborough,37659,4237531100,www.wcde.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=1b0edfdc-3d55-4ff0-b8d9-c28e7f88127a&inline=true,36.293129,-82.478788,134,2020-10-28T13:31:16.000Z,william.flanary@tneducation.net,2020-08-03T00:00:00.000Z,False,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,10,0,17,0
910,Wayne County,419 South Main St,,Waynesboro,38485,9317223548,www.wayne-lea.wayne.k12.tn.us/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=53148b67-31d3-40b5-b42f-fe72f6f54090&inline=true,35.311941,-87.763196,136,2021-03-01T20:41:21.000Z,marlon.davis@tneducation.net,2020-08-12T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,,,0,0
920,Weakley County,8319  Hwy  22 Suite A ,,Dresden,38225,7313642247,www.weakleycountyschools.com,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=ad0b5f93-a336-4cbe-a030-65232c5a8e10&inline=true,36.274938,-88.699485,137,2020-08-21T00:00:00.000Z,district.technology@tn.gov,2020-08-17T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,1,0,1,1
97,West Carroll Sp Dist,1415 Highway 77 ,,Atwood,38220,7316624200,https://www.wcssd.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=b04dccc8-7f06-44ae-b696-655f0a76cf71&inline=true,35.97502,-88.644514,20,2020-09-07T15:43:48.000Z,district.technology@tn.gov,2020-08-04T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,0,0,0,0
960,West Tennessee School for the Deaf,100 Berryhill Dr,,Jackson,38301,7314235705,http://www.wtsd.tn.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=2c5df7b5-8207-4163-b8a2-49273f550af1&inline=true,35.645273,-88.788694,143,2020-11-02T16:28:55.000Z,vicki.kirk8@tnedu.gov,2020-08-06T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,,,0,0
930,White County,576 Hale St,,Sparta,38583,9318362229,http://www.whitecoschools.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=b90d6348-8f0a-413b-83e5-1b47e1cb5584&inline=true,35.958166,-85.475707,138,2020-09-11T18:13:21.000Z,kurt.dronebarger@tneducation.net,2020-08-07T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,,,10,0
940,Williamson County,1320 W  Main ,Suite 202,Franklin,37064,6154724000,www.wcs.edu,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=e123e111-22c7-47de-a1c5-ad07a0926924&inline=true,35.915877,-86.883991,139,2021-03-08T20:04:54.000Z,lydia.glynn@tneducation.net,2020-08-07T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,9,0,8,0
950,Wilson County,415 Harding Dr,,Lebanon,37087,6154443282,www.wcschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=e0a99e44-21aa-49a4-9c20-b1bb007050a1&inline=true,36.202802,-86.285385,141,2020-09-28T15:00:08.000Z,charles.whitlock@tneducation.net,2020-08-03T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,0,0,7,0
